Loading instrument list from /Users/jithendrabethi/Desktop/my_projects/Project Nemesis/experiments/nse_movers/dhan_instruments.csv...
[1998/2730] Downloading PAR... OK (84999 rows)
[1999/2730] Downloading J&KBANK... OK (92536 rows)
[2000/2730] Downloading SHANTI... OK (75082 rows)
[2001/2730] Downloading ARCHIES... OK (84860 rows)
[2002/2730] Downloading CUB... OK (92563 rows)
[2003/2730] Downloading AXISCETF... OK (80100 rows)
[2004/2730] Downloading CYIENT... OK (92502 rows)
[2005/2730] Downloading SANSERA... OK (85537 rows)
[2006/2730] Downloading MASPTOP50... OK (85419 rows)
[2007/2730] Downloading LIKHITHA... OK (92366 rows)
[2008/2730] Downloading CANFINHOME... OK (92503 rows)
[2009/2730] Downloading BANKNIFTY1... OK (91706 rows)
[2010/2730] Downloading LAGNAM... OK (71812 rows)
[2011/2730] Downloading PRECOT... OK (89089 rows)
[2012/2730] Downloading AXISBANK... OK (92648 rows)
[2013/2730] Downloading PARAS... OK (80211 rows)
[2014/2730] Downloading GRAPHITE... OK (92560 rows)
[2015/2730] Downloading INTELLECT... OK (92529 rows)
[2016/2730] Downloading MONTECARLO... OK (92352 rows)
[2017/2730] Downloading SOUTHBANK... OK (92596 rows)
[2018/2730] Downloading CARBORUNIV... OK (92466 rows)
[2019/2730] Downloading BSLSENETFG... OK (82657 rows)
[2020/2730] Downloading COASTCORP... OK (84536 rows)
[2021/2730] Downloading ABSLAMC... OK (84788 rows)
[2022/2730] Downloading EIFFL... OK (79177 rows)
[2023/2730] Downloading PASUPTAC... OK (84269 rows)
[2024/2730] Downloading CYBERTECH... OK (91895 rows)
[2025/2730] Downloading LICNETFGSC... OK (90092 rows)
[2026/2730] Downloading ATGL... OK (79225 rows)
[2027/2730] Downloading AIROLAM... OK (77980 rows)
[2028/2730] Downloading GOODLUCK... OK (87584 rows)
[2029/2730] Downloading DIGJAMLMTD... OK (57086 rows)
[2030/2730] Downloading PANSARI... OK (67319 rows)
[2031/2730] Downloading ARTNIRMAN... OK (72046 rows)
[2032/2730] Downloading BHAGCHEM... OK (82799 rows)
[2033/2730] Downloading CENTENKA... OK (92438 rows)
[2034/2730] Downloading FCL... OK (92503 rows)
[2035/2730] Downloading CAMLINFINE... OK (92487 rows)
[2036/2730] Downloading SIKKO... OK (81211 rows)
[2037/2730] Downloading DTIL... OK (91525 rows)
[2038/2730] Downloading 3IINFOLTD... OK (83490 rows)
[2039/2730] Downloading PREMIER... OK (63891 rows)
[2040/2730] Downloading ABREL... OK (92544 rows)
[2041/2730] Downloading RAJVIR... OK (3784 rows)
[2042/2730] Downloading SELMC... OK (63374 rows)
[2043/2730] Downloading MEDICAMEQ... OK (83702 rows)
[2044/2730] Downloading CESC... OK (92542 rows)
[2045/2730] Downloading GULPOLY... OK (83689 rows)
[2046/2730] Downloading HEALTHY... OK (83756 rows)
[2047/2730] Downloading APOLSINHOT... OK (82633 rows)
[2048/2730] Downloading IGARASHI... OK (92485 rows)
[2049/2730] Downloading NIFTYETF... OK (89619 rows)
[2050/2730] Downloading NATIONALUM... OK (92586 rows)
[2051/2730] Downloading CHAMBLFERT... OK (92533 rows)
[2052/2730] Downloading CCHHL... OK (56782 rows)
[2053/2730] Downloading LAMBODHARA... OK (88058 rows)
[2054/2730] Downloading DNAMEDIA... OK (53986 rows)
[2055/2730] Downloading KRITI... OK (83135 rows)
[2056/2730] Downloading MANORG... OK (82635 rows)
[2057/2730] Downloading TECHNOE... OK (87522 rows)
[2058/2730] Downloading CONSUMIETF... OK (81889 rows)
[2059/2730] Downloading TECH... OK (83009 rows)
[2060/2730] Downloading IRIS... OK (81061 rows)
[2061/2730] Downloading GRPLTD... OK (71234 rows)
[2062/2730] Downloading NYKAA... OK (83371 rows)
[2063/2730] Downloading LAXMICOT... OK (82017 rows)
[2064/2730] Downloading FINOPB... OK (83154 rows)
[2065/2730] Downloading SONATSOFTW... OK (92489 rows)
[2066/2730] Downloading GENUSPAPER... OK (88067 rows)
[2067/2730] Downloading EQUAL50ADD... OK (81314 rows)
[2068/2730] Downloading SJS... OK (83059 rows)
[2069/2730] Downloading POLICYBZR... OK (83119 rows)
[2070/2730] Downloading SIGACHI... OK (82333 rows)
[2071/2730] Downloading FOODSIN... OK (82850 rows)
[2072/2730] Downloading PAYTM... OK (82945 rows)
[2073/2730] Downloading IVC... OK (34270 rows)
[2074/2730] Downloading MOLDTKPAC... OK (92335 rows)
[2075/2730] Downloading SAPPHIRE... OK (82843 rows)
[2076/2730] Downloading JINDALSTEL... OK (92583 rows)
[2077/2730] Downloading EXIDEIND... OK (92585 rows)
[2078/2730] Downloading NIPPOBATRY... OK (83930 rows)
[2079/2730] Downloading SBC... OK (69102 rows)
[2080/2730] Downloading STEELCAS... OK (81207 rows)
[2081/2730] Downloading BIRLACABLE... OK (87799 rows)
[2082/2730] Downloading LATENTVIEW... OK (82769 rows)
[2083/2730] Downloading FOCUS... OK (74678 rows)
[2084/2730] Downloading SMLT... OK (72586 rows)
[2085/2730] Downloading GREENLAM... OK (91827 rows)
[2086/2730] Downloading CHOLAFIN... OK (92553 rows)
[2087/2730] Downloading DHRUV... OK (79765 rows)
[2088/2730] Downloading BAJAJHCARE... OK (82503 rows)
[2089/2730] Downloading VARDMNPOLY... OK (83144 rows)
[2090/2730] Downloading VISHNU... OK (80134 rows)
[2091/2730] Downloading RPPL... OK (77648 rows)
[2092/2730] Downloading CIPLA... OK (92623 rows)
[2093/2730] Downloading TARSONS... OK (82471 rows)
[2094/2730] Downloading GANECOS... OK (92044 rows)
[2095/2730] Downloading LINC... OK (86774 rows)
[2096/2730] Downloading MENONBE... OK (92249 rows)
[2097/2730] Downloading GOCOLORS... OK (82286 rows)
[2098/2730] Downloading DMCC... OK (81787 rows)
[2099/2730] Downloading BSOFT... OK (92568 rows)
[2100/2730] Downloading AARTIIND... OK (92588 rows)
[2101/2730] Downloading HEMIPROP... OK (92506 rows)
[2102/2730] Downloading SHIVALIK... OK (81494 rows)
[2103/2730] Downloading DICIND... OK (84458 rows)
[2104/2730] Downloading ASIANENE... OK (74604 rows)
[2105/2730] Downloading HESTERBIO... OK (91728 rows)
[2106/2730] Downloading ACCELYA... OK (92343 rows)
[2107/2730] Downloading MAHKTECH... OK (81595 rows)
[2108/2730] Downloading SHRADHA... OK (86584 rows)
[2109/2730] Downloading STARHEALTH... OK (81741 rows)
[2110/2730] Downloading SEJALLTD... OK (69015 rows)
[2111/2730] Downloading TEGA... OK (81645 rows)
[2112/2730] Downloading JMA... OK (86535 rows)
[2113/2730] Downloading ZODIAC... OK (78264 rows)
[2114/2730] Downloading SHALBY... OK (92452 rows)
[2115/2730] Downloading ANANDRATHI... OK (81534 rows)
[2116/2730] Downloading SUDARCOLOR... OK (92345 rows)
[2117/2730] Downloading MICEL... OK (42846 rows)
[2118/2730] Downloading RATEGAIN... OK (81343 rows)
[2119/2730] Downloading BBETF0432... OK (76392 rows)
[2120/2730] Downloading SHRIRAMPPS... OK (81272 rows)
[2121/2730] Downloading JETFREIGHT... OK (80647 rows)
[2122/2730] Downloading SBIETFQLTY... OK (88589 rows)
[2123/2730] Downloading SBIETFPB... OK (87869 rows)
[2124/2730] Downloading MAPMYINDIA... OK (81200 rows)
[2125/2730] Downloading HCLTECH... OK (92637 rows)
[2126/2730] Downloading METROBRAND... OK (81076 rows)
[2127/2730] Downloading LYKALABS... OK (85058 rows)
[2128/2730] Downloading MEDPLUS... OK (81036 rows)
[2129/2730] Downloading JTLIND... OK (80990 rows)
[2130/2730] Downloading DCMSRIND... OK (80953 rows)
[2131/2730] Downloading ABSLNN50ET... OK (87251 rows)
[2132/2730] Downloading SETFNN50... OK (91337 rows)
[2133/2730] Downloading DATAPATTNS... OK (80981 rows)
[2134/2730] Downloading SETFNIFBK... OK (91900 rows)
[2135/2730] Downloading STAR... OK (91803 rows)
[2136/2730] Downloading HPAL... OK (80117 rows)
[2137/2730] Downloading COROMANDEL... OK (92504 rows)
[2138/2730] Downloading SUPRIYA... OK (80818 rows)
[2139/2730] Downloading SBIETFIT... OK (90340 rows)
[2140/2730] Downloading GLENMARK... OK (92617 rows)
[2141/2730] Downloading NILASPACES... OK (78067 rows)
[2142/2730] Downloading ALPHA... OK (80659 rows)
[2143/2730] Downloading MANAKCOAT... OK (86016 rows)
[2144/2730] Downloading COSMOFIRST... OK (88124 rows)
[2145/2730] Downloading MANAKALUCO... OK (84170 rows)
[2146/2730] Downloading MONQ50... OK (80507 rows)
[2147/2730] Downloading HECPROJECT... OK (75196 rows)
[2148/2730] Downloading NIFTYADD... OK (76895 rows)
[2149/2730] Downloading MIDQ50ADD... OK (78914 rows)
[2150/2730] Downloading MANAKSTEEL... OK (90791 rows)
[2151/2730] Downloading WOCKPHARMA... OK (83951 rows)
[2152/2730] Downloading ZENTEC... OK (86452 rows)
[2153/2730] Downloading TREJHARA... OK (89490 rows)
[2154/2730] Downloading LCCINFOTEC... OK (78130 rows)
[2155/2730] Downloading NRBBEARING... OK (92447 rows)
[2156/2730] Downloading EVIETF... OK (19733 rows)
[2157/2730] Downloading UNITEDPOLY... OK (74692 rows)
[2158/2730] Downloading CIFL... OK (19581 rows)
[2159/2730] Downloading TINNARUBR... OK (19587 rows)
[2160/2730] Downloading WAAREERTL... OK (19887 rows)
[2161/2730] Downloading GROWWMOM50... OK (19287 rows)
[2162/2730] Downloading SILVER360... OK (19902 rows)
[2163/2730] Downloading NPST... OK (60608 rows)
[2164/2730] Downloading KRISHIVAL... OK (39977 rows)
[2165/2730] Downloading OSWALPUMPS... OK (16283 rows)
[2166/2730] Downloading GROWWSLVR... OK (17787 rows)
[2167/2730] Downloading ABLBL... OK (16208 rows)
[2168/2730] Downloading ENRIN... OK (16358 rows)
[2169/2730] Downloading MON50EQUAL... OK (17814 rows)
[2170/2730] Downloading PRIMO... OK (19429 rows)
[2171/2730] Downloading CRISIL... OK (92433 rows)
[2172/2730] Downloading THELEELA... OK (17332 rows)
[2173/2730] Downloading MOINFRA... OK (17515 rows)
[2174/2730] Downloading RAJOOENG... OK (17487 rows)
[2175/2730] Downloading AONENIFTY... OK (17562 rows)
[2176/2730] Downloading MOMGF... OK (15745 rows)
[2177/2730] Downloading BELRISE... OK (17557 rows)
[2178/2730] Downloading EQUAL50... OK (16071 rows)
[2179/2730] Downloading MONEXT50... OK (17870 rows)
[2180/2730] Downloading AEGISVOPAK... OK (17332 rows)
[2181/2730] Downloading MOPSE... OK (15144 rows)
[2182/2730] Downloading MOTOUR... OK (16474 rows)
[2183/2730] Downloading SNXT30BEES... OK (16463 rows)
[2184/2730] Downloading SCODATUBES... OK (17183 rows)
[2185/2730] Downloading DIGITIDE... OK (16808 rows)
[2186/2730] Downloading BLUSPRING... OK (16807 rows)
[2187/2730] Downloading TRAVELFOOD... OK (15083 rows)
[2188/2730] Downloading ARIS... OK (16057 rows)
[2189/2730] Downloading ATHERENERG... OK (18758 rows)
[2190/2730] Downloading FISCHER... OK (15236 rows)
[2191/2730] Downloading MOALPHA50... OK (14852 rows)
[2192/2730] Downloading LIQGRWBEES... OK (14264 rows)
[2193/2730] Downloading PICCADIL... OK (15687 rows)
[2194/2730] Downloading SAMBHV... OK (15682 rows)
[2195/2730] Downloading HDBFS... OK (15682 rows)
[2196/2730] Downloading TOP15IETF... OK (15675 rows)
[2197/2730] Downloading MOGOLD... OK (14009 rows)
[2198/2730] Downloading BRIGHOTEL... OK (14107 rows)
[2199/2730] Downloading IGCL... OK (15605 rows)
[2200/2730] Downloading GROWWNET... OK (15612 rows)
[2201/2730] Downloading MOMIDMTM... OK (15580 rows)
[2202/2730] Downloading RMDRIP... OK (53049 rows)
[2203/2730] Downloading INDIQUBE... OK (14174 rows)
[2204/2730] Downloading CRIZAC... OK (15308 rows)
[2205/2730] Downloading EBGNG... OK (14182 rows)
[2206/2730] Downloading ANTHEM... OK (14708 rows)
[2207/2730] Downloading BORANA... OK (17628 rows)
[2208/2730] Downloading BELLACASA... OK (14770 rows)
[2209/2730] Downloading QUALITY30... OK (14286 rows)
[2210/2730] Downloading EUROBOND... OK (59816 rows)
[2211/2730] Downloading PASHUPATI... OK (35465 rows)
[2212/2730] Downloading SMARTWORKS... OK (14857 rows)
[2213/2730] Downloading CHEMBONDCH... OK (14497 rows)
[2214/2730] Downloading SHANTIGOLD... OK (14033 rows)
[2215/2730] Downloading JSLL... OK (58126 rows)
[2216/2730] Downloading LOTUSDEV... OK (13808 rows)
[2217/2730] Downloading MBEL... OK (13808 rows)
[2218/2730] Downloading GROWWPOWER... OK (13737 rows)
[2219/2730] Downloading PROSTARM... OK (17258 rows)
[2220/2730] Downloading GROWWLOVOL... OK (16507 rows)
[2221/2730] Downloading ALLTIME... OK (13357 rows)
[2222/2730] Downloading MOSILVER... OK (13197 rows)
[2223/2730] Downloading JSWCEMENT... OK (13358 rows)
[2224/2730] Downloading SBILIQETF... OK (12224 rows)
[2225/2730] Downloading RAYMONDREL... OK (15758 rows)
[2226/2730] Downloading KALPATARU... OK (15758 rows)
[2227/2730] Downloading ELLEN... OK (15758 rows)
[2228/2730] Downloading GLOBECIVIL... OK (15757 rows)
[2229/2730] Downloading INTERNET... OK (15373 rows)
[2230/2730] Downloading MANUFGBEES... OK (12461 rows)
[2231/2730] Downloading EFCIL... OK (13137 rows)
[2232/2730] Downloading REGAAL... OK (13133 rows)
[2233/2730] Downloading GROWWNIFTY... OK (14637 rows)
[2234/2730] Downloading ARFIN... OK (14634 rows)
[2235/2730] Downloading LTGILTCASE... OK (13033 rows)
[2236/2730] Downloading MEIL... OK (12757 rows)
[2237/2730] Downloading SIMBHALS... OK (33886 rows)
[2238/2730] Downloading GENSOL... OK (6300 rows)
[2239/2730] Downloading SGFIN... OK (13887 rows)
[2240/2730] Downloading CPPLUS... OK (13883 rows)
[2241/2730] Downloading LAXMIINDIA... OK (13882 rows)
[2242/2730] Downloading SGMART... OK (11937 rows)
[2243/2730] Downloading AONEGOLD... OK (12087 rows)
[2244/2730] Downloading AMANTA... OK (12156 rows)
[2245/2730] Downloading CPEDU... OK (12257 rows)
[2246/2730] Downloading ELM250... OK (12013 rows)
[2247/2730] Downloading SML100CASE... OK (11937 rows)
[2248/2730] Downloading STLNETWORK... OK (12383 rows)
[2249/2730] Downloading AHCL... OK (12457 rows)
[2250/2730] Downloading VIKRAN... OK (12457 rows)
[2251/2730] Downloading RNBDENIMS... OK (12383 rows)
[2252/2730] Downloading GCSL... OK (11316 rows)
[2253/2730] Downloading SUPREMEENG... OK (7899 rows)
[2254/2730] Downloading ATLANTAELE... OK (11107 rows)
[2255/2730] Downloading GANESHCP... OK (11107 rows)
[2256/2730] Downloading IVALUE... OK (11258 rows)
[2257/2730] Downloading GKENERGY... OK (11182 rows)
[2258/2730] Downloading SAATVIKGL... OK (11181 rows)
[2259/2730] Downloading RHETAN... OK (11187 rows)
[2260/2730] Downloading DEVX... OK (11704 rows)
[2261/2730] Downloading URBANCO... OK (11708 rows)
[2262/2730] Downloading SHRINGARMS... OK (11708 rows)
[2263/2730] Downloading HILINFRA... OK (13507 rows)
[2264/2730] Downloading ABCOTS... OK (44460 rows)
[2265/2730] Downloading VMSTMT... OK (11332 rows)
[2266/2730] Downloading MWL... OK (50352 rows)
[2267/2730] Downloading TIGERLOGS... OK (11635 rows)
[2268/2730] Downloading AGSTRA... OK (77033 rows)
[2269/2730] Downloading DHARAN... OK (84642 rows)
[2270/2730] Downloading RHFL... OK (79289 rows)
[2271/2730] Downloading JKIPL... OK (10881 rows)
[2272/2730] Downloading TRUALT... OK (10882 rows)
[2273/2730] Downloading FINKURVE... OK (10945 rows)
[2274/2730] Downloading JAINREC... OK (10957 rows)
[2275/2730] Downloading EPACKPEB... OK (10958 rows)
[2276/2730] Downloading BMWVENTLTD... OK (10957 rows)
[2277/2730] Downloading TATACAP... OK (10432 rows)
[2278/2730] Downloading BLUESTONE... OK (13206 rows)
[2279/2730] Downloading NIFTYCASE... OK (10062 rows)
[2280/2730] Downloading CRAMC... OK (10207 rows)
[2281/2730] Downloading RUBICON... OK (10207 rows)
[2282/2730] Downloading PACEDIGITK... OK (10808 rows)
[2283/2730] Downloading SYSTMTXC... OK (10808 rows)
[2284/2730] Downloading FLEXIADD... OK (10211 rows)
[2285/2730] Downloading MONIFTY100... OK (9955 rows)
[2286/2730] Downloading MOENERGY... OK (10204 rows)
[2287/2730] Downloading MONEYBOXX... OK (10275 rows)
[2288/2730] Downloading SOLEX... OK (69526 rows)
[2289/2730] Downloading ADVANCE... OK (10657 rows)
[2290/2730] Downloading OMFREIGHT... OK (10653 rows)
[2291/2730] Downloading GROWWRLTY... OK (10586 rows)
[2292/2730] Downloading WEWORK... OK (10507 rows)
[2293/2730] Downloading PATELRMART... OK (12832 rows)
[2294/2730] Downloading SHREEJISPG... OK (12832 rows)
[2295/2730] Downloading VIKRAMSOLR... OK (12833 rows)
[2296/2730] Downloading GROWWNXT50... OK (12818 rows)
[2297/2730] Downloading GEMAROMA... OK (12829 rows)
[2298/2730] Downloading ELIQUID... OK (8438 rows)
[2299/2730] Downloading CANHLIFE... OK (10132 rows)
[2300/2730] Downloading MOMENTUM30... OK (10060 rows)
[2301/2730] Downloading MIDWESTLTD... OK (9895 rows)
[2302/2730] Downloading GROWWSC250... OK (9600 rows)
[2303/2730] Downloading PIRAMALFIN... OK (9220 rows)
[2304/2730] Downloading ORKLAINDIA... OK (9296 rows)
[2305/2730] Downloading STUDDS... OK (9221 rows)
[2306/2730] Downloading LENSKART... OK (9146 rows)
[2307/2730] Downloading CHOICEGOLD... OK (9148 rows)
[2308/2730] Downloading GROWWMC150... OK (8668 rows)
[2309/2730] Downloading PWL... OK (8695 rows)
[2310/2730] Downloading EMMVEE... OK (8695 rows)
[2311/2730] Downloading SHIVAUM... OK (8489 rows)
[2312/2730] Downloading MODIS... OK (8818 rows)
[2313/2730] Downloading ADVENTHTL... OK (8921 rows)
[2314/2730] Downloading ENERGY... OK (8923 rows)
[2315/2730] Downloading TMCV... OK (8995 rows)
[2316/2730] Downloading EUROPRATIK... OK (11408 rows)
[2317/2730] Downloading GROWW... OK (8995 rows)
[2318/2730] Downloading SMALL250... OK (8915 rows)
[2319/2730] Downloading PINELABS... OK (8846 rows)
[2320/2730] Downloading BETA... OK (76074 rows)
[2321/2730] Downloading SHILCTECH... OK (8400 rows)
[2322/2730] Downloading CAPILLARY... OK (8470 rows)
[2323/2730] Downloading UTLSOLAR... OK (8546 rows)
[2324/2730] Downloading TENNIND... OK (8620 rows)
[2325/2730] Downloading CHEMICAL... OK (8625 rows)
[2326/2730] Downloading MOIPO... OK (7915 rows)
[2327/2730] Downloading SOLARWORLD... OK (11033 rows)
[2328/2730] Downloading STYL... OK (11032 rows)
[2329/2730] Downloading JARO... OK (11033 rows)
[2330/2730] Downloading ARSSBL... OK (11032 rows)
[2331/2730] Downloading PAUSHAKLTD... OK (8017 rows)
[2332/2730] Downloading MSCIADD... OK (7270 rows)
[2333/2730] Downloading KSR... OK (7875 rows)
[2334/2730] Downloading AONETMMQ50... OK (8172 rows)
[2335/2730] Downloading ESENSEX... OK (7531 rows)
[2336/2730] Downloading ENIFTY... OK (7930 rows)
[2337/2730] Downloading CGPOWER... OK (82101 rows)
[2338/2730] Downloading MOSERVICE... OK (7813 rows)
[2339/2730] Downloading EXCELSOFT... OK (8246 rows)
[2340/2730] Downloading SUDEEPPHRM... OK (8096 rows)
[2341/2730] Downloading GROWWCAPM... OK (7800 rows)
[2342/2730] Downloading MOMNC... OK (7082 rows)
[2343/2730] Downloading JAYKAY... OK (7875 rows)
[2344/2730] Downloading SKFINDUS... OK (7719 rows)
[2345/2730] Downloading GLOTTIS... OK (10732 rows)
[2346/2730] Downloading FABTECH... OK (10732 rows)
[2347/2730] Downloading GAUDIUMIVF... OK (3371 rows)
[2348/2730] Downloading CLEANMAX... OK (3295 rows)
[2349/2730] Downloading SRTL... OK (3295 rows)
[2350/2730] Downloading AONESILVER... OK (3300 rows)
[2351/2730] Downloading MARKOLINES... OK (10362 rows)
[2352/2730] Downloading LGEINDIA... OK (10358 rows)
[2353/2730] Downloading VIDYAWIRES... OK (7495 rows)
[2354/2730] Downloading MEESHO... OK (7495 rows)
[2355/2730] Downloading AEQUS... OK (7496 rows)
[2356/2730] Downloading PNGSREVA... OK (3221 rows)
[2357/2730] Downloading ABSL10BANK... OK (3065 rows)
[2358/2730] Downloading SHRENIK... OK (84164 rows)
[2359/2730] Downloading CORONA... OK (7270 rows)
[2360/2730] Downloading WAKEFIT... OK (7270 rows)
[2361/2730] Downloading MODINATUR... OK (7307 rows)
[2362/2730] Downloading CMSINFO... OK (80594 rows)
[2363/2730] Downloading LEMERITE... OK (66416 rows)
[2364/2730] Downloading GOLDBND... OK (7338 rows)
[2365/2730] Downloading SILVERBND... OK (7349 rows)
[2366/2730] Downloading NEPHROPLUS... OK (7121 rows)
[2367/2730] Downloading PARKHOSPS... OK (7120 rows)
[2368/2730] Downloading MIDCAPADD... OK (6852 rows)
[2369/2730] Downloading SMALLADD... OK (6991 rows)
[2370/2730] Downloading RUDRA... OK (6960 rows)
[2371/2730] Downloading ICICIAMC... OK (6971 rows)
[2372/2730] Downloading DIVIDEND... OK (6948 rows)
[2373/2730] Downloading TOP20... OK (6969 rows)
[2374/2730] Downloading KSHINTL... OK (6821 rows)
[2375/2730] Downloading GROWWMETAL... OK (6825 rows)
[2376/2730] Downloading RAJESHEXPO... OK (92478 rows)
[2377/2730] Downloading DIL... OK (71375 rows)
[2378/2730] Downloading TWCGOLDETF... OK (6226 rows)
[2379/2730] Downloading FCONSUMER... OK (1275 rows)
[2380/2730] Downloading BUILDPRO... OK (5920 rows)
[2381/2730] Downloading NEXT50ADD... OK (5644 rows)
[2382/2730] Downloading ADVAIT... OK (5475 rows)
[2383/2730] Downloading GROWWCHEM... OK (5622 rows)
[2384/2730] Downloading NEXT50ETF... OK (5635 rows)
[2385/2730] Downloading HALDER... OK (5100 rows)
[2386/2730] Downloading BHARATCOAL... OK (5545 rows)
[2387/2730] Downloading AMAGI... OK (5395 rows)
[2388/2730] Downloading OMNI... OK (3146 rows)
[2389/2730] Downloading GROWWHOSPI... OK (3150 rows)
[2390/2730] Downloading DSFCL... OK (3970 rows)
[2391/2730] Downloading DCMSIL... OK (3970 rows)
[2392/2730] Downloading KNAGRI... OK (67877 rows)
[2393/2730] Downloading KWIL... OK (4045 rows)
[2394/2730] Downloading FRACTAL... OK (4045 rows)
[2395/2730] Downloading GROWWPSE... OK (4269 rows)
[2396/2730] Downloading AYE... OK (4046 rows)
[2397/2730] Downloading HEALTHCARE... OK (4024 rows)
[2398/2730] Downloading GICL... OK (44543 rows)
[2399/2730] Downloading INFRA... OK (3891 rows)
[2400/2730] Downloading CEINSYS... OK (3825 rows)
[2401/2730] Downloading DEFENCE... OK (3823 rows)
[2402/2730] Downloading BONLON... OK (3725 rows)
[2403/2730] Downloading ABSLMSCIN... OK (3363 rows)
[2404/2730] Downloading SBIMIDMOM... OK (3043 rows)
[2405/2730] Downloading INA... OK (3000 rows)
[2406/2730] Downloading VITAL... OK (50564 rows)
[2407/2730] Downloading SEDEMAC... OK (2845 rows)
[2408/2730] Downloading KRISHNADEF... OK (68414 rows)
[2409/2730] Downloading GKSL... OK (6520 rows)
[2410/2730] Downloading ALGOQUANT... OK (6150 rows)
[2411/2730] Downloading AEPL... OK (2749 rows)
[2412/2730] Downloading KOTYARK... OK (74973 rows)
[2413/2730] Downloading BANK10ADD... OK (2839 rows)
[2414/2730] Downloading MARSONS... OK (2775 rows)
[2415/2730] Downloading SINGERIND... OK (2472 rows)
[2416/2730] Downloading RSL... OK (2471 rows)
[2417/2730] Downloading SHADOWFAX... OK (5171 rows)
[2418/2730] Downloading BCPL... OK (2100 rows)
[2419/2730] Downloading HSBCGOLD... OK (2065 rows)
[2420/2730] Downloading VALUE... OK (2085 rows)
[2421/2730] Downloading GROWWPSUBK... OK (2096 rows)
[2422/2730] Downloading INNOVISION... OK (2320 rows)
[2423/2730] Downloading CMPDI... OK (2021 rows)
[2424/2730] Downloading AMIRCHAND... OK (1870 rows)
[2425/2730] Downloading SAIPARENT... OK (1871 rows)
[2426/2730] Downloading POWERICA... OK (1871 rows)
[2427/2730] Downloading SAHLIBHFI... OK (1396 rows)
[2428/2730] Downloading MOBANK10... OK (1444 rows)
[2429/2730] Downloading NIMBSPROJ... OK (1787 rows)
[2430/2730] Downloading SBINMID150... OK (1779 rows)
[2431/2730] Downloading TCC... OK (3584 rows)
[2432/2730] Downloading AARNAV... OK (3565 rows)
[2433/2730] Downloading GSPCROP... OK (2246 rows)
[2434/2730] Downloading RMC... OK (1950 rows)
[2435/2730] Downloading OMPOWER... OK (1196 rows)
[2436/2730] Downloading 3BBLACKBIO... OK (1124 rows)
[2437/2730] Downloading ABANSENT... OK (1117 rows)
[2438/2730] Downloading ABMKNO... OK (992 rows)
[2439/2730] Downloading ACSTECH... OK (1121 rows)
[2440/2730] Downloading AKCAPIT... OK (999 rows)
[2441/2730] Downloading AMBALALSA... OK (1121 rows)
[2442/2730] Downloading ASHIKA... OK (1121 rows)
[2443/2730] Downloading ASTAR... OK (1047 rows)
[2444/2730] Downloading AVAILFC... OK (1074 rows)
[2445/2730] Downloading BAJAJST... OK (1124 rows)
[2446/2730] Downloading BATLIBOI... OK (1112 rows)
[2447/2730] Downloading BEEKAY... OK (1061 rows)
[2448/2730] Downloading BENGALASM... OK (1012 rows)
[2449/2730] Downloading BI... OK (1034 rows)
[2450/2730] Downloading BIMETAL... OK (952 rows)
[2451/2730] Downloading BIRLAPREC... OK (1117 rows)
[2452/2730] Downloading BLACKROSE... OK (1117 rows)
[2453/2730] Downloading BLIL... OK (1125 rows)
[2454/2730] Downloading BNAGROCHEM... OK (1014 rows)
[2455/2730] Downloading BNALTD... OK (748 rows)
[2456/2730] Downloading BTTL... OK (1069 rows)
[2457/2730] Downloading COCKERILL... OK (1121 rows)
[2458/2730] Downloading COMFINTE... OK (1125 rows)
[2459/2730] Downloading DAICHI... OK (1073 rows)
[2460/2730] Downloading DECNGOLD... OK (1125 rows)
[2461/2730] Downloading DISAQ... OK (1090 rows)
[2462/2730] Downloading DRAGARWQ... OK (1107 rows)
[2463/2730] Downloading ELANTAS... OK (1094 rows)
[2464/2730] Downloading ELCIDIN... OK (1075 rows)
[2465/2730] Downloading ELITECON... OK (1125 rows)
[2466/2730] Downloading EMPOWER... OK (1125 rows)
[2467/2730] Downloading FEDDERSHOL... OK (1119 rows)
[2468/2730] Downloading FERMENTA... OK (1117 rows)
[2469/2730] Downloading FRONTSP... OK (1125 rows)
[2470/2730] Downloading GNRL... OK (1124 rows)
[2471/2730] Downloading GRANDOAK... OK (963 rows)
[2472/2730] Downloading SHREERAMA... OK (84326 rows)
[2473/2730] Downloading GRAVISSHO... OK (1056 rows)
[2474/2730] Downloading HALDYNGL... OK (1119 rows)
[2475/2730] Downloading HBESD... OK (993 rows)
[2476/2730] Downloading INDPRUD... OK (942 rows)
[2477/2730] Downloading INVPRECQ... OK (1111 rows)
[2478/2730] Downloading IWP... OK (1099 rows)
[2479/2730] Downloading KAMAHOLD... OK (1118 rows)
[2480/2730] Downloading KANCHI... OK (1051 rows)
[2481/2730] Downloading KIRANVYPAR... OK (884 rows)
[2482/2730] Downloading KLBRENG-B... OK (1124 rows)
[2483/2730] Downloading KOTIC... OK (1123 rows)
[2484/2730] Downloading KPL... OK (1125 rows)
[2485/2730] Downloading LAHOTIOV... OK (1052 rows)
[2486/2730] Downloading MADHAVIPL... OK (1124 rows)
[2487/2730] Downloading MAFATIND... OK (1123 rows)
[2488/2730] Downloading MAJESAUT... OK (1001 rows)
[2489/2730] Downloading MCCHRLS-B... OK (1049 rows)
